Candidate Name,DOB,Registration Number,State,Maths,Physics,English,GK,Total Marks,PFT
Yash Sharma,01-09-2005,906607,Andhra Pradesh,15,17,0,5,37,Pass
Vivaan Verma,09-08-2005,760443,Rajasthan,21,12,14,19,66,Pass
Ishaan Pillai,30-05-2005,530563,Andhra Pradesh,7,20,19,20,66,Pass
Kunal Khan,26-06-2005,394811,Tamil Nadu,1,18,24,18,61,Pass
Gurpreet Pillai,22-05-2005,431206,Jharkhand,6,9,6,14,35,Pass
Raj Singh,14-10-2005,187172,Rajasthan,22,17,0,20,59,Pass
Aarav Pillai,14-02-2006,373545,Uttar Pradesh,6,14,14,3,37,Pass
Vivaan Verma,07-08-2005,443471,Andhra Pradesh,3,3,3,4,13,Pass
Balbir Verma,27-08-2005,118608,Gujarat,19,7,6,9,41,Fail
Sukhwinder Mehta,03-12-2005,587913,Meghalaya,15,11,1,23,50,Pass
Kunal Pillai,10-04-2006,873617,Uttar Pradesh,9,17,24,18,68,Pass
Ishaan Chopra,01-10-2005,217137,Maharashtra,8,14,23,3,48,Pass
Aarav Reddy,20-11-2005,832769,Uttar Pradesh,11,14,21,23,69,Pass
Aditya Mehta,09-05-2005,570418,Bihar,11,12,18,22,63,Pass
Ishaan Verma,06-03-2006,833114,Uttar Pradesh,4,2,16,14,36,Pass
Kunal Chopra,26-04-2006,153944,Madhya Pradesh,17,16,8,0,41,Pass
Kunal Fernandes,17-01-2006,665052,Delhi,11,15,10,16,52,Pass
Gurpreet Sharma,07-12-2005,287530,Telangana,20,6,14,23,63,Fail
Imran Sharma,10-09-2005,933026,Rajasthan,6,8,11,0,25,Pass
Gurpreet Pillai,16-03-2006,830747,West Bengal,3,14,24,7,48,Pass
Aarav Verma,04-01-2006,383592,Punjab,23,22,20,19,84,Pass
David Singh,20-04-2005,866893,Punjab,24,10,15,3,52,Pass
Kunal Pillai,17-10-2005,730506,Odisha,9,3,13,8,33,Pass
Vivaan Sharma,03-12-2005,852194,Gujarat,16,5,21,14,56,Fail
Zaid Mehta,17-12-2005,274949,Assam,13,24,12,13,62,Pass
Aryan Chopra,05-02-2006,871440,Uttar Pradesh,14,20,15,0,49,Pass
Yash Singh,13-11-2005,271395,Maharashtra,18,3,6,2,29,Pass
Aarav Fernandes,16-10-2005,954005,Maharashtra,8,15,11,6,40,Pass
Ishaan Khan,18-07-2005,164734,Bihar,24,5,5,24,58,Pass
Gurpreet Mehta,01-02-2005,261923,Karnataka,19,3,22,14,58,Pass
Yash Fernandes,13-01-2006,231658,Gujarat,17,13,17,14,61,Fail
Sukhwinder Pillai,04-09-2005,117687,Maharashtra,17,18,18,3,56,Pass
Manpreet Chopra,31-03-2006,258731,Tamil Nadu,6,23,15,12,56,Pass
Raj Sharma,18-12-2005,882497,Andhra Pradesh,13,0,4,12,29,Pass
Peter Khan,31-08-2005,431776,Punjab,16,23,11,3,53,Pass
Aryan Reddy,09-04-2005,733268,Andhra Pradesh,6,10,17,17,50,Pass
Farhan Khan,19-11-2004,540086,Madhya Pradesh,18,9,4,3,34,Pass
Rohan Khan,05-09-2005,394570,Gujarat,13,3,21,6,43,Fail
Harjeet Pillai,06-07-2005,960958,Punjab,18,19,11,24,72,Pass
Kunal Khan,21-04-2006,281086,Maharashtra,8,19,21,3,51,Pass
Zaid Reddy,08-08-2005,462259,Jammu & Kashmir + Ladakh,10,23,5,4,42,Pass
Manpreet Chopra,21-05-2005,172710,Gujarat,3,15,13,5,36,Fail
Kunal Fernandes,25-11-2004,987111,Maharashtra,1,21,4,9,35,Pass
Aditya Singh,30-04-2006,351299,Uttar Pradesh,19,23,3,24,69,Pass
Ayaan Singh,28-03-2006,769011,Gujarat,10,8,5,0,23,Fail
Aryan Reddy,12-02-2005,733643,Rajasthan,10,6,5,10,31,Pass
Raj Reddy,05-11-2005,204571,Uttarakhand,6,6,1,16,29,Pass
Balbir Mehta,28-10-2005,464828,Uttarakhand,14,21,3,22,60,Pass
David D'Souza,06-02-2006,508096,Karnataka,16,15,18,19,68,Fail
Raj Sharma,03-06-2005,563200,Uttar Pradesh,4,4,6,23,37,Pass
Balbir Khan,15-12-2005,502233,West Bengal,12,10,4,7,33,Pass
Manpreet Pillai,22-02-2006,617504,Telangana,1,18,11,4,34,Pass
Vivaan Fernandes,02-03-2006,906823,Bihar,8,14,5,9,36,Pass
Manpreet Mehta,22-08-2005,888520,Bihar,8,12,3,11,34,Pass
Sukhwinder Khan,06-04-2005,171221,Bihar,15,7,0,22,44,Pass
Zaid Sharma,21-03-2005,656470,Karnataka,4,14,9,20,47,Pass
Yash Pillai,21-11-2004,981515,Telangana,10,8,17,19,54,Fail
Vivaan Chopra,12-04-2006,208552,Telangana,3,10,21,21,55,Fail
Aarav Pillai,10-07-2005,445719,Rajasthan,22,4,22,7,55,Pass
Rohan Fernandes,20-01-2005,388558,Delhi,4,0,4,2,10,Pass
Kunal Khan,15-07-2005,318647,Haryana,22,21,13,10,66,Pass
Yash Verma,13-03-2006,972828,Gujarat,6,13,20,6,45,Fail
Vivaan Reddy,29-01-2005,121498,Tamil Nadu,17,21,6,8,52,Pass
Rehan Khan,26-05-2005,674980,Bihar,21,22,15,24,82,Pass
Mathew D'Souza,18-11-2005,946266,Uttar Pradesh,6,20,8,19,53,Pass
Kunal D'Souza,30-12-2005,828296,Punjab,0,1,8,19,28,Pass
Raj Pillai,21-02-2006,641787,Uttar Pradesh,17,7,6,23,53,Pass
John Sharma,06-03-2005,222145,Tamil Nadu,2,24,20,16,62,Pass
Mathew Sharma,30-03-2005,685604,Bihar,24,22,9,13,68,Pass
Ishaan Pillai,23-04-2005,940087,Madhya Pradesh,3,21,8,18,50,Pass
Aditya Sharma,16-04-2005,826469,Assam,16,15,14,22,67,Pass
Krishna Pillai,15-07-2005,661889,Haryana,3,3,13,7,26,Pass
Aditya Verma,13-01-2006,463556,Rajasthan,2,19,2,17,40,Pass
Vivaan Singh,19-02-2005,510716,Delhi,23,22,5,3,53,Pass
Rohan Reddy,13-08-2005,596790,Rajasthan,10,6,16,23,55,Pass
Aditya Mehta,30-12-2005,675499,Tamil Nadu,5,10,22,10,47,Pass
Kunal D'Souza,26-09-2005,491856,Telangana,4,23,10,6,43,Pass
Aarav Singh,25-06-2005,981772,Rajasthan,1,19,2,20,42,Pass
Raj Reddy,11-07-2005,364092,Haryana,12,2,4,19,37,Pass
Yash Verma,09-04-2005,622267,Uttar Pradesh,12,6,24,18,60,Pass
Imran Singh,19-03-2005,282216,Madhya Pradesh,24,6,14,1,45,Pass
Aditya Verma,25-07-2005,747924,Punjab,21,10,9,8,48,Pass
Yash Singh,28-05-2005,617300,Karnataka,14,10,6,2,32,Pass
Rohan Fernandes,03-02-2006,227311,Odisha,15,6,23,12,56,Pass
Vivaan D'Souza,28-04-2005,975859,Andhra Pradesh,10,13,21,16,60,Pass
Aarav Khan,30-01-2006,179788,Arunachal Pradesh,3,5,18,16,42,Pass
Aditya Sharma,31-01-2005,230567,Bihar,8,3,12,22,45,Pass
Rohan Pillai,12-02-2005,559642,Maharashtra,24,18,18,3,63,Pass
Rehan Khan,05-02-2006,442113,Uttar Pradesh,8,6,0,13,27,Pass
Harjeet D'Souza,11-11-2005,180083,Madhya Pradesh,16,9,12,10,47,Pass
Aryan Chopra,24-02-2005,872240,Karnataka,21,11,17,24,73,Fail
Vivaan Fernandes,28-03-2005,787819,Jharkhand,5,16,3,13,37,Pass
Ishaan Khan,29-03-2006,625255,Maharashtra,19,19,13,3,54,Pass
Ayaan Singh,29-04-2006,363887,Andhra Pradesh,12,22,21,17,72,Pass
Kunal Sharma,13-08-2005,948321,Telangana,0,5,0,24,29,Pass
Raj D'Souza,07-11-2004,291933,Delhi,19,12,19,24,74,Pass
Krishna Pillai,06-05-2005,811487,Karnataka,24,11,9,19,63,Pass
Manpreet Chopra,19-04-2006,998853,Maharashtra,21,22,13,3,59,Pass
Zaid Singh,08-01-2005,238835,Andhra Pradesh,2,10,4,24,40,Pass
Manpreet Pillai,09-11-2004,840299,Bihar,11,15,6,0,32,Pass
Vivaan Chopra,04-01-2005,587558,Maharashtra,10,21,12,3,46,Pass
Harjeet Pillai,15-01-2005,818823,Karnataka,3,10,0,4,17,Pass
Vivaan Mehta,18-10-2005,518687,Andhra Pradesh,10,0,14,21,45,Pass
Paul Fernandes,11-11-2005,131759,Uttar Pradesh,16,14,8,11,49,Pass
Ishaan Singh,13-07-2005,725895,Uttar Pradesh,1,3,8,14,26,Pass
Ishaan Pillai,12-12-2004,859649,Uttarakhand,20,12,3,21,56,Pass
Raj Khan,07-12-2005,528947,Punjab,18,1,4,15,38,Pass
Kunal Mehta,20-03-2006,962125,Punjab,18,1,20,19,58,Pass
Sukhwinder Sharma,16-10-2005,334213,Uttar Pradesh,24,3,23,17,67,Pass
Aryan Fernandes,02-02-2005,828435,Haryana,2,6,14,12,34,Pass
Ishaan Fernandes,25-04-2005,682745,Delhi,5,14,9,24,52,Pass
Raj D'Souza,02-03-2006,744962,Rajasthan,20,12,10,0,42,Pass
Yash D'Souza,20-11-2004,965337,Tripura,14,12,11,22,59,Pass
Ishaan Mehta,11-08-2005,929372,Haryana,21,24,13,5,63,Pass
Vivaan Sharma,17-09-2005,264181,Rajasthan,7,21,13,4,45,Pass
Aditya Chopra,27-01-2006,969658,Bihar,9,24,2,15,50,Pass
John Fernandes,10-11-2005,340280,Bihar,19,9,6,12,46,Pass
Yash Reddy,23-12-2005,720982,Maharashtra,22,6,13,3,44,Pass
Ishaan Chopra,08-06-2005,196466,Andhra Pradesh,4,21,10,19,54,Pass
Raj D'Souza,04-02-2005,285725,Gujarat,15,14,7,9,45,Fail
Manpreet Sharma,18-07-2005,436959,Punjab,7,14,19,23,63,Pass
Mathew Khan,17-04-2006,560741,Jammu & Kashmir + Ladakh,12,12,14,13,51,Pass
Raj D'Souza,30-07-2005,451079,Tamil Nadu,22,14,22,19,77,Pass
Krishna Pillai,11-07-2005,529678,Tamil Nadu,9,14,15,7,45,Pass
Rohan Mehta,06-01-2005,321621,Madhya Pradesh,8,14,3,18,43,Pass
Aarav Singh,01-07-2005,150820,Rajasthan,0,21,7,3,31,Pass
Krishna Singh,27-03-2005,173173,Jharkhand,22,12,11,13,58,Pass
Aditya Singh,25-01-2006,568052,Odisha,7,5,6,4,22,Pass
Harjeet Pillai,26-08-2005,500937,Madhya Pradesh,8,5,17,14,44,Pass
Kunal Fernandes,22-02-2006,280748,Madhya Pradesh,24,17,3,16,60,Pass
Aarav Khan,26-06-2005,347088,Uttarakhand,18,22,3,15,58,Pass
Imran Verma,23-01-2006,419221,Mizoram,19,9,7,21,56,Fail
Aarav Reddy,08-05-2006,815063,Maharashtra,1,24,8,3,36,Pass
Aryan Verma,02-03-2006,870894,Tamil Nadu,4,19,18,15,56,Pass
Raj Verma,04-01-2005,852060,Uttarakhand,17,23,3,12,55,Pass
Mathew Khan,31-12-2004,882718,Telangana,2,10,3,21,36,Pass
Ishaan D'Souza,08-02-2006,948589,Uttar Pradesh,16,12,21,15,64,Pass
Aryan Khan,05-01-2006,746988,Punjab,3,14,24,19,60,Pass
Aarav Chopra,02-01-2006,351883,Kerala,1,3,5,16,25,Fail
Gurpreet Chopra,08-12-2005,220126,Uttar Pradesh,20,18,3,13,54,Pass
Aarav Mehta,27-06-2005,834911,Maharashtra,18,22,4,3,47,Pass
Aditya Singh,19-04-2006,747965,Haryana,11,5,8,9,33,Pass
Aryan Chopra,26-10-2005,599449,Rajasthan,10,4,14,21,49,Pass
Kunal D'Souza,07-12-2004,885582,Gujarat,23,23,3,13,62,Fail
Gurpreet Fernandes,26-02-2005,543930,West Bengal,18,9,10,11,48,Pass
Aryan Chopra,11-04-2006,526220,Bihar,13,14,19,22,68,Pass
Balbir Mehta,23-01-2005,435045,Rajasthan,10,23,24,23,80,Pass
Balbir Khan,12-12-2004,520268,Gujarat,20,17,0,17,54,Fail
Aarav Reddy,13-12-2005,332851,Maharashtra,6,3,2,21,32,Pass
Vivaan Sharma,09-09-2005,105290,Madhya Pradesh,16,14,3,9,42,Pass
Yash Reddy,13-01-2005,758982,Rajasthan,16,15,13,7,51,Pass
Aryan D'Souza,03-11-2005,254650,Kerala,14,12,1,1,28,Fail
Ishaan Mehta,03-05-2006,794869,Madhya Pradesh,1,22,18,12,53,Pass
Zaid Mehta,14-02-2006,787367,Telangana,15,16,17,4,52,Fail
Vivaan Reddy,05-11-2005,952368,Madhya Pradesh,17,10,10,3,40,Pass
Aarav Khan,16-11-2005,845778,West Bengal,3,14,22,24,63,Pass
David Sharma,07-10-2005,415750,Punjab,18,2,16,7,43,Pass
Aryan Pillai,28-02-2005,365911,Rajasthan,24,11,0,19,54,Pass
Balbir Fernandes,01-04-2006,144068,Andhra Pradesh,22,18,9,5,54,Pass
Gurpreet Khan,02-05-2006,755488,Uttar Pradesh,14,24,2,0,40,Pass
Raj Sharma,27-07-2005,262795,Tamil Nadu,8,0,8,7,23,Pass
Rohan Verma,29-03-2006,363655,Chhattisgarh,14,11,18,9,52,Pass
Mathew D'Souza,22-11-2004,773576,Rajasthan,2,0,18,7,27,Pass
Aditya D'Souza,06-01-2006,843497,Madhya Pradesh,22,10,3,12,47,Pass
Raj Singh,07-02-2006,211323,Telangana,13,6,0,21,40,Pass
Sukhwinder Chopra,19-09-2005,627828,West Bengal,9,21,7,7,44,Pass
Aarav Khan,05-07-2005,500058,Maharashtra,11,23,16,3,53,Pass
Yash Verma,12-12-2004,119075,Bihar,9,11,20,0,40,Pass
Peter Reddy,14-03-2006,148756,Haryana,21,15,23,11,70,Pass
Yash Khan,22-02-2005,212837,Andhra Pradesh,11,0,3,3,17,Pass
Krishna Singh,09-03-2006,443696,Jammu & Kashmir + Ladakh,5,8,23,4,40,Pass
Krishna Sharma,13-10-2005,240900,Karnataka,13,14,8,15,50,Pass
Aditya Sharma,20-02-2006,233316,Chhattisgarh,16,11,13,23,63,Pass
Raj Chopra,07-02-2006,169191,Chhattisgarh,16,20,15,6,57,Pass
Vivaan Pillai,12-03-2006,507440,Rajasthan,5,1,12,6,24,Pass
Raj Singh,27-11-2004,914758,Karnataka,14,24,24,2,64,Pass
Paul Chopra,18-05-2005,407982,Jharkhand,12,16,1,7,36,Pass
Manpreet Singh,19-12-2004,635198,Gujarat,24,8,0,0,32,Fail
Gurpreet Sharma,31-01-2006,108341,Maharashtra,12,1,5,24,42,Pass
David Fernandes,15-01-2005,399419,Punjab,14,24,5,10,53,Pass
Aryan Reddy,13-02-2006,700185,West Bengal,14,7,9,16,46,Pass
Ishaan Fernandes,17-04-2006,817878,Bihar,20,0,11,17,48,Pass
Krishna Fernandes,09-04-2006,169732,Odisha,12,23,8,1,44,Pass
Aditya Verma,05-03-2006,487820,Andhra Pradesh,3,13,23,21,60,Pass
Gurpreet Pillai,27-12-2004,478386,Nagaland,13,17,19,18,67,Fail
Aditya Pillai,03-02-2006,688058,Himachal Pradesh,20,18,11,4,53,Pass
Vivaan Sharma,19-09-2005,837953,Bihar,15,5,19,3,42,Pass
Kunal Reddy,30-11-2004,766869,Uttar Pradesh,16,10,1,9,36,Pass
Aarav Chopra,26-04-2005,844905,Rajasthan,4,18,7,17,46,Pass
Imran Reddy,10-03-2005,342933,Gujarat,8,23,24,12,67,Fail
Vivaan Khan,16-04-2006,354032,Gujarat,18,2,4,23,47,Fail
Yash Pillai,17-01-2006,525792,Andhra Pradesh,2,8,9,4,23,Pass
Aditya Verma,03-02-2006,102679,Assam,13,10,17,23,63,Pass
Gurpreet Singh,12-09-2005,177515,Haryana,20,4,19,23,66,Pass
Balbir Khan,14-07-2005,481350,West Bengal,2,7,15,15,39,Pass
Yash Sharma,27-01-2005,393270,Gujarat,9,22,7,18,56,Fail
Raj Sharma,10-12-2004,947392,Mizoram,22,1,3,3,29,Pass
Yash Reddy,11-01-2005,606884,Telangana,14,16,7,19,56,Pass
Rohan Khan,10-01-2006,703888,Maharashtra,13,12,19,3,47,Pass
Vivaan Khan,13-09-2005,939264,Telangana,19,0,18,0,37,Pass
Aarav Pillai,24-12-2004,706998,Bihar,9,0,13,0,22,Pass
Vivaan Pillai,06-07-2005,221084,Telangana,23,20,23,0,66,Pass
Aryan Sharma,15-12-2004,319886,Odisha,15,7,10,24,56,Pass
Aryan D'Souza,21-08-2005,430407,Odisha,2,20,9,1,32,Pass
Aryan Verma,21-11-2004,160396,Madhya Pradesh,13,7,20,6,46,Pass
Yash Pillai,05-06-2005,447838,Andhra Pradesh,5,1,3,7,16,Pass
Yash Reddy,16-11-2004,827958,Uttar Pradesh,13,15,19,21,68,Pass
Raj Sharma,14-12-2004,992545,Maharashtra,1,10,2,16,29,Pass
Yash Sharma,17-01-2005,476719,Maharashtra,17,16,10,3,46,Pass
Balbir D'Souza,03-12-2004,657398,Tamil Nadu,8,2,8,17,35,Pass
Aarav Verma,09-07-2005,461446,Assam,3,14,14,18,49,Pass
Aryan Pillai,04-12-2005,522220,Karnataka,12,7,15,3,37,Pass
Aditya Chopra,03-12-2004,771639,Haryana,8,20,16,12,56,Pass
Aryan Khan,05-05-2005,757838,Punjab,16,24,15,9,64,Pass
Raj Chopra,02-08-2005,316160,Jammu & Kashmir + Ladakh,0,20,22,0,42,Pass
Aryan Pillai,15-07-2005,126002,Uttar Pradesh,17,7,20,7,51,Pass
Raj Fernandes,11-02-2005,398715,Karnataka,0,10,15,2,27,Pass
Paul Khan,08-05-2006,905350,Manipur,13,24,9,3,49,Fail
Zaid D'Souza,02-05-2006,521758,Uttar Pradesh,1,17,18,14,50,Pass
Sukhwinder D'Souza,10-01-2006,372748,Bihar,16,18,1,17,52,Pass
Raj Khan,05-12-2005,117150,Himachal Pradesh,24,13,24,0,61,Pass
Krishna Pillai,21-03-2006,158720,Uttar Pradesh,11,5,1,3,20,Pass
Ishaan Mehta,22-12-2005,133640,Odisha,22,14,23,19,78,Pass
Aryan Fernandes,11-11-2005,330781,West Bengal,2,21,10,15,48,Pass
Krishna Khan,08-10-2005,868643,Bihar,11,22,18,16,67,Pass
Yash Singh,30-12-2004,164764,Rajasthan,17,8,20,5,50,Pass
Ishaan Chopra,05-11-2005,762104,Haryana,0,13,4,18,35,Pass
Ayaan Reddy,14-12-2004,242760,Bihar,11,8,18,24,61,Pass
Ishaan Mehta,18-06-2005,265766,Karnataka,11,12,11,22,56,Pass
Yash D'Souza,20-09-2005,452483,Andhra Pradesh,8,4,15,23,50,Pass
Sukhwinder Pillai,16-01-2006,929146,Tamil Nadu,7,5,23,18,53,Pass
Gurpreet Pillai,24-01-2005,442860,Punjab,6,5,13,3,27,Pass
Raj Singh,03-12-2005,135932,Madhya Pradesh,10,14,7,21,52,Pass
Paul Khan,23-08-2005,703819,Tamil Nadu,14,23,6,4,47,Pass
Krishna Singh,01-11-2005,642114,Andhra Pradesh,19,9,15,10,53,Pass
Vivaan Sharma,21-11-2005,492247,Bihar,23,12,1,9,45,Pass
Ishaan Fernandes,23-07-2005,352467,Jharkhand,13,19,12,20,64,Pass
Vivaan Verma,23-11-2005,223790,Uttar Pradesh,11,14,6,11,42,Pass
Raj D'Souza,16-03-2005,610610,Madhya Pradesh,22,5,3,19,49,Pass
Rohan Khan,06-09-2005,470104,Punjab,21,21,24,2,68,Pass
Ishaan Khan,07-02-2005,299927,Assam,4,8,8,16,36,Pass
Paul Mehta,12-02-2006,726596,Tamil Nadu,16,8,10,6,40,Pass
Krishna Verma,03-03-2006,970624,Madhya Pradesh,19,12,9,11,51,Pass
Mathew Fernandes,06-10-2005,265172,Bihar,3,14,22,6,45,Pass
Ishaan Singh,19-12-2005,277627,Nagaland,9,15,9,8,41,Pass
Rehan Fernandes,02-01-2005,540691,Uttarakhand,21,2,3,10,36,Pass
Ishaan Singh,18-02-2006,566954,Uttar Pradesh,24,3,14,14,55,Pass
Vivaan Pillai,26-03-2005,412132,Gujarat,22,2,20,21,65,Fail
Ishaan Reddy,27-04-2005,414779,Maharashtra,16,14,2,3,35,Pass
Kunal Pillai,30-08-2005,846291,Haryana,1,8,9,7,25,Pass
Kunal Fernandes,15-12-2004,214044,Bihar,5,0,12,19,36,Pass
Farhan Reddy,08-07-2005,822176,Andhra Pradesh,12,24,1,24,61,Pass
Yash D'Souza,31-08-2005,652746,Uttar Pradesh,22,0,2,23,47,Pass
Aryan Mehta,11-03-2005,364525,Andhra Pradesh,14,19,0,10,43,Pass
Paul Chopra,26-05-2005,192572,Madhya Pradesh,17,18,3,19,57,Pass
Gurpreet D'Souza,24-06-2005,214771,Karnataka,16,13,12,1,42,Pass
Raj Sharma,20-02-2005,803910,Himachal Pradesh,21,21,18,20,80,Fail
Raj Khan,11-06-2005,988803,Assam,0,2,8,17,27,Pass
Aarav Reddy,23-03-2005,801945,Himachal Pradesh,4,16,2,8,30,Pass
Zaid Fernandes,29-03-2006,996983,Sikkim,22,19,5,12,58,Pass
Raj Pillai,25-02-2005,165592,Andhra Pradesh,2,0,6,3,11,Pass
Harjeet Verma,21-04-2006,968803,Rajasthan,18,16,11,22,67,Pass
Yash D'Souza,12-03-2005,728012,Bihar,14,9,10,23,56,Pass
Aryan Chopra,30-11-2005,475095,West Bengal,11,4,6,9,30,Pass
Harjeet Verma,27-06-2005,722400,Bihar,4,23,9,2,38,Pass
Rohan Mehta,20-11-2004,110134,Rajasthan,15,17,2,21,55,Pass
Aryan Fernandes,30-05-2005,570057,Chhattisgarh,11,23,9,1,44,Pass
Farhan Sharma,21-03-2006,801352,Madhya Pradesh,5,12,3,23,43,Pass
Aryan D'Souza,13-06-2005,276220,Madhya Pradesh,12,9,22,6,49,Pass
Ishaan Khan,28-04-2005,890629,Rajasthan,13,13,17,9,52,Pass
Farhan Fernandes,06-07-2005,895958,Rajasthan,6,1,19,5,31,Pass
Rohan D'Souza,10-04-2006,239729,Haryana,3,23,9,12,47,Pass
Sukhwinder Fernandes,27-12-2004,340759,Odisha,4,7,13,24,48,Pass
Rohan Verma,28-05-2005,482255,Rajasthan,16,6,4,10,36,Pass
Kunal Fernandes,26-10-2005,660533,Puducherry,16,12,18,7,53,Pass
Manpreet Sharma,27-11-2005,654907,Madhya Pradesh,15,14,3,23,55,Pass
Harjeet Sharma,28-07-2005,680795,Jharkhand,21,16,23,22,82,Fail
Vivaan Sharma,08-12-2004,357581,Uttar Pradesh,22,4,7,17,50,Pass
Gurpreet Reddy,14-08-2005,587492,Bihar,15,16,14,14,59,Pass
Aarav Fernandes,27-04-2005,775585,Jharkhand,0,5,4,18,27,Pass
Aryan Reddy,09-10-2005,824510,Jammu & Kashmir + Ladakh,19,5,8,22,54,Pass
Raj Khan,23-02-2006,705516,Gujarat,21,13,16,7,57,Fail
Rohan Khan,25-11-2005,344958,Andhra Pradesh,11,10,19,15,55,Pass
Sukhwinder Fernandes,16-11-2005,177303,Punjab,18,16,1,9,44,Pass
Krishna Verma,08-02-2006,825936,Haryana,8,16,11,18,53,Pass
Rohan Pillai,04-01-2005,409816,Delhi,5,15,11,22,53,Pass
Ishaan Chopra,02-06-2005,690682,Chhattisgarh,5,0,14,15,34,Pass
Vivaan Khan,09-11-2005,962134,Rajasthan,7,15,2,20,44,Pass
Vivaan Pillai,15-01-2006,950003,Punjab,24,8,9,19,60,Pass
Krishna Sharma,21-07-2005,486499,Punjab,11,13,13,0,37,Pass
Sukhwinder Fernandes,14-11-2005,606191,Rajasthan,2,19,1,8,30,Pass
Aditya Mehta,24-02-2006,203839,Punjab,23,8,1,14,46,Pass
Yash Chopra,23-08-2005,467885,Uttar Pradesh,24,10,9,18,61,Pass
Ayaan D'Souza,27-04-2006,995147,Haryana,22,9,2,4,37,Pass
Krishna Singh,26-11-2005,715804,Odisha,15,2,13,3,33,Pass
Rohan Singh,03-02-2006,538420,Uttar Pradesh,8,0,16,18,42,Pass
Sukhwinder Singh,10-10-2005,720439,Chhattisgarh,14,17,21,21,73,Pass
Vivaan Fernandes,02-04-2006,199339,Chhattisgarh,2,22,18,15,57,Pass
Manpreet Chopra,12-11-2005,147889,Tamil Nadu,1,5,0,24,30,Pass
Peter Chopra,23-10-2005,565519,Uttar Pradesh,7,16,17,10,50,Pass
Yash Chopra,23-02-2005,625205,Maharashtra,1,20,15,7,43,Pass
Harjeet Khan,24-01-2006,954069,Madhya Pradesh,2,20,7,2,31,Pass
Zaid Singh,28-01-2005,920507,Uttar Pradesh,12,16,0,13,41,Pass
Aditya Fernandes,12-02-2006,535250,Andhra Pradesh,20,22,16,22,80,Pass
Gurpreet D'Souza,02-04-2005,822012,Bihar,1,18,14,10,43,Pass
Krishna Reddy,14-02-2006,308259,Himachal Pradesh,1,9,9,20,39,Pass
Aditya Khan,05-10-2005,631781,Chhattisgarh,14,7,23,16,60,Pass
Manpreet Chopra,05-08-2005,977031,Uttar Pradesh,6,16,24,1,47,Pass
Sukhwinder Mehta,18-11-2004,225711,Andhra Pradesh,20,2,16,21,59,Pass
Peter Khan,22-02-2006,405526,Madhya Pradesh,2,6,13,9,30,Pass
Aditya Pillai,11-12-2005,140406,Bihar,18,5,9,16,48,Pass
Ishaan Singh,24-02-2006,416875,Rajasthan,16,16,0,9,41,Pass
Aarav D'Souza,11-08-2005,420045,Assam,20,24,15,11,70,Pass
Aarav Pillai,20-04-2005,922000,Telangana,4,18,23,8,53,Fail
Aryan Verma,13-11-2004,437188,Andhra Pradesh,18,17,8,21,64,Pass
Balbir Khan,09-02-2006,361019,Uttar Pradesh,17,0,10,19,46,Pass
Vivaan D'Souza,11-04-2006,202844,Jharkhand,18,22,21,5,66,Pass
Ishaan Mehta,11-03-2005,727172,Tamil Nadu,0,5,12,7,24,Pass
Yash Singh,24-11-2004,687462,Bihar,0,11,12,14,37,Pass
Kunal Mehta,29-07-2005,861437,Tamil Nadu,11,18,6,19,54,Pass
David D'Souza,08-09-2005,767201,Chhattisgarh,18,3,21,16,58,Pass
Kunal Pillai,24-04-2006,301621,Telangana,8,17,0,2,27,Pass
Aryan Verma,18-03-2006,302118,Haryana,19,18,24,22,83,Pass
Harjeet Mehta,21-04-2006,123055,West Bengal,9,24,0,14,47,Pass
Krishna D'Souza,12-07-2005,568305,Gujarat,5,0,21,12,38,Fail
Mathew Khan,17-03-2005,126007,Uttar Pradesh,1,0,23,8,32,Pass
Vivaan Mehta,22-07-2005,507884,Gujarat,0,0,16,15,31,Fail
Harjeet Sharma,05-03-2005,276668,Uttar Pradesh,1,23,23,2,49,Pass
Farhan Chopra,10-06-2005,383032,Madhya Pradesh,12,21,3,5,41,Pass
Aarav Singh,30-04-2005,137473,Telangana,2,7,13,23,45,Pass
Aarav Singh,26-04-2006,634826,Haryana,11,15,22,1,49,Pass
Sukhwinder Singh,15-04-2005,262962,Jharkhand,23,18,21,2,64,Pass
Gurpreet Verma,03-01-2006,605509,Maharashtra,7,9,8,9,33,Pass
Aarav Fernandes,30-03-2005,629816,Tamil Nadu,12,17,10,7,46,Pass
Raj Chopra,21-01-2006,175720,Madhya Pradesh,3,14,20,19,56,Pass
Krishna Khan,13-12-2004,800370,Bihar,13,17,2,3,35,Pass
Vivaan Singh,12-03-2005,670101,Rajasthan,6,6,0,23,35,Pass
Rohan Fernandes,02-01-2005,118030,Uttar Pradesh,23,15,22,6,66,Pass
Raj D'Souza,01-09-2005,894523,West Bengal,3,21,14,10,48,Pass
Rohan Mehta,29-01-2006,915764,Bihar,20,0,1,4,25,Pass
Rohan D'Souza,05-06-2005,859509,Bihar,14,14,24,23,75,Pass
Raj D'Souza,30-11-2004,782243,Jharkhand,0,4,21,14,39,Pass
Ishaan Chopra,21-04-2006,829295,Odisha,11,15,1,9,36,Pass
Sukhwinder Singh,09-11-2005,701687,Tamil Nadu,19,24,22,4,69,Pass
Peter D'Souza,06-12-2004,235703,Andhra Pradesh,2,1,21,10,34,Pass
